NCBI,Name,FullName,FullNCBI
1122,Saccharicrinis,R__root;D__Bacteria;P__Bacteroidetes;C__Bacteroidia;O__Bacteroidales;F__Marinilabiliaceae;G__Saccharicrinis,1;3;21;137;307;539;1122
1170,Pontibacter,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cytophagaceae;G__Pontibacter,1;3;21;138;308;545;1170
1189,Limibacter,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Flammeovirgaceae;G__Limibacter,1;3;21;138;308;546;1189
1372,Parasegetibacter,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;G__Parasegetibacter,1;3;21;140;310;558;1372
1362,Flavisolibacter,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;G__Flavisolibacter,1;3;21;140;310;558;1362
1367,Hydrotalea,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;G__Hydrotalea,1;3;21;140;310;558;1367
1345,unclassified_Rhodothermaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Rhodothermaceae;F1__unclassified_Rhodothermaceae,1;3;21;140;310;555;1345
2101,Bilophila,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfovibrionaceae;G__Bilophila,1;3;36;175;386;682;2101
678,unclassified_Desulfobacterales,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;O1__unclassified_Desulfobacterales,1;3;36;175;385;678
2134,Smithella,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Syntrophobacterales;F__Syntrophaceae;G__Smithella,1;3;36;175;390;693;2134
2109,Desulfuromonas,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfuromonadales;F__Desulfuromonadaceae;G__Desulfuromonas,1;3;36;175;388;685;2109
1943,Ramlibacter,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Comamonadaceae;G__Ramlibacter,1;3;36;174;369;653;1943
2036,Propionivibrio,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Rhodocyclales;F__Rhodocyclaceae;G__Propionivibrio,1;3;36;174;378;666;2036
2042,Thauera,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Rhodocyclales;F__Rhodocyclaceae;G__Thauera,1;3;36;174;378;666;2042
2386,Chromohalobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Halomonadaceae;G__Chromohalobacter,1;3;36;177;408;762;2386
2378,Endozoicomonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Oceanospirillales;F__Hahellaceae;G__Endozoicomonas,1;3;36;177;408;761;2378
2247,Agaribacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Alteromonadaceae;G__Agaribacter,1;3;36;177;401;711;2247
2491,Alkanibacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Sinobacteraceae;G__Alkanibacter,1;3;36;177;413;780;2491
2354,Diplorickettsia,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Legionellales;F__Coxiellaceae;G__Diplorickettsia,1;3;36;177;406;755;2354
2357,Methylobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Methylococcales;F__Methylococcaceae;G__Methylobacter,1;3;36;177;407;758;2357
402,Arenicellales,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Arenicellales,1;3;36;177;402
723,Arenicellaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Arenicellales;F__Arenicellaceae,1;3;36;177;402;723
2291,Arenicella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Arenicellales;F__Arenicellaceae;G__Arenicella,1;3;36;177;402;723;2291
409,Orbales,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Orbales,1;3;36;177;409
768,Orbaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Orbales;F__Orbaceae,1;3;36;177;409;768
2428,Gilliamella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Orbales;F__Orbaceae;G__Gilliamella,1;3;36;177;409;768;2428
1580,Psychroglaciecola,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Methylobacteriaceae;G__Psychroglaciecola,1;3;36;173;360;626;1580
1600,unclassified_Phyllobacteriaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Phyllobacteriaceae;F1__unclassified_Phyllobacteriaceae,1;3;36;173;360;628;1600
1796,Azospirillum,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodospirillales;F__Rhodospirillaceae;G__Azospirillum,1;3;36;173;362;639;1796
1801,Dongia,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodospirillales;F__Rhodospirillaceae;G__Dongia,1;3;36;173;362;639;1801
1761,Acetobacter,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodospirillales;F__Acetobacteraceae;G__Acetobacter,1;3;36;173;362;636;1761
1652,Celeribacter,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodobacterales;F__Rhodobacteraceae;G__Celeribacter,1;3;36;173;361;635;1652
1735,Rubribacterium,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhodobacterales;F__Rhodobacteraceae;G__Rubribacterium,1;3;36;173;361;635;1735
1861,Sphingobium,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Sphingobium,1;3;36;173;366;647;1861
648,unclassified_Sphingomonadales,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales;O1__unclassified_Sphingomonadales,1;3;36;173;366;648
643,unclassified_Rickettsiales,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales;O1__unclassified_Rickettsiales,1;3;36;173;363;643
2146,Arcobacter,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Campylobacterales;F__Campylobacteraceae;G__Arcobacter,1;3;36;176;393;698;2146
394,Nautiliales,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Nautiliales,1;3;36;176;394
701,Nautiliaceae,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Nautiliales;F__Nautiliaceae,1;3;36;176;394;701
2162,Nitratiruptor,R__root;D__Bacteria;P__Proteobacteria;C__Epsilonproteobacteria;O__Nautiliales;F__Nautiliaceae;G__Nitratiruptor,1;3;36;176;394;701;2162
1420,unclassified_Chloroflexineae,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;O2__unclassified_Chloroflexineae,1;3;25;149;318;572;1420
1419,Oscillochloridaceae,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;F__Oscillochloridaceae,1;3;25;149;318;572;1419
3152,Oscillochloris,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;F__Oscillochloridaceae;G__Oscillochloris,1;3;25;149;318;572;1419;3152
576,Ktedonobacteraceae,R__root;D__Bacteria;P__Chloroflexi;C__Ktedonobacteria;O__Ktedonobacterales;F__Ktedonobacteraceae,1;3;25;151;323;576
1424,Ktedonobacter,R__root;D__Bacteria;P__Chloroflexi;C__Ktedonobacteria;O__Ktedonobacterales;F__Ktedonobacteraceae;G__Ktedonobacter,1;3;25;151;323;576;1424
1484,Gimesia,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia;O__Planctomycetales;F__Planctomycetaceae;G__Gimesia,1;3;35;170;350;604;1484
1490,Rubinisphaera,R__root;D__Bacteria;P__Planctomycetes;C__Planctomycetia;O__Planctomycetales;F__Planctomycetaceae;G__Rubinisphaera,1;3;35;170;350;604;1490
818,GpIIb,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria;F__Family II;G__GpIIb,1;3;51;199;443;818
452,Family XI,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria;F__Family XI,1;3;51;199;452
828,GpXI,R__root;D__Bacteria;P__Cyanobacteria/Chloroplast;C__Cyanobacteria;F__Family XI;G__GpXI,1;3;51;199;452;828
342,Lentisphaerales,R__root;D__Bacteria;P__Lentisphaerae;C__Lentisphaeria;O__Lentisphaerales,1;3;34;166;342
598,Lentisphaeraceae,R__root;D__Bacteria;P__Lentisphaerae;C__Lentisphaeria;O__Lentisphaerales;F__Lentisphaeraceae,1;3;34;166;342;598
1471,Lentisphaera,R__root;D__Bacteria;P__Lentisphaerae;C__Lentisphaeria;O__Lentisphaerales;F__Lentisphaeraceae;G__Lentisphaera,1;3;34;166;342;598;1471
161,unclassified_Elusimicrobia,R__root;D__Bacteria;P__Elusimicrobia;P1__unclassified_Elusimicrobia,1;3;30;161
596,unclassified_Fusobacteriales,R__root;D__Bacteria;P__Fusobacteria;C__Fusobacteriia;O__Fusobacteriales;O1__unclassified_Fusobacteriales,1;3;32;164;340;596
47,BRC1,R__root;D__Bacteria;P__BRC1,1;3;47
194,BRC1_genera_incertae_sedis,R__root;D__Bacteria;P__BRC1;G__BRC1_genera_incertae_sedis,1;3;47;194
63,SR1,R__root;D__Bacteria;P__SR1,1;3;63
217,SR1_genera_incertae_sedis,R__root;D__Bacteria;P__SR1;G__SR1_genera_incertae_sedis,1;3;63;217
1449,Meiothermus,R__root;D__Bacteria;P__Deinococcus-Thermus;C__Deinococci;O__Thermales;F__Thermaceae;G__Meiothermus,1;3;28;157;333;589;1449
43,Acetothermia,R__root;D__Bacteria;P__Acetothermia,1;3;43
191,Acetothermia_genera_incertae_sedis,R__root;D__Bacteria;P__Acetothermia;G__Acetothermia_genera_incertae_sedis,1;3;43;191
585,Deferribacterales_incertae_sedis,R__root;D__Bacteria;P__Deferribacteres;C__Deferribacteres;O__Deferribacterales;F__Deferribacterales_incertae_sedis,1;3;27;156;331;585
1443,Caldithrix,R__root;D__Bacteria;P__Deferribacteres;C__Deferribacteres;O__Deferribacterales;F__Deferribacterales_incertae_sedis;G__Caldithrix,1;3;27;156;331;585;1443
3024,Faecalicoccus,R__root;D__Bacteria;P__Firmicutes;C__Erysipelotrichia;O__Erysipelotrichales;F__Erysipelotrichaceae;G__Faecalicoccus,1;3;52;203;464;893;3024
2888,Hespellia,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Lachnospiraceae;G__Hespellia,1;3;52;202;459;874;2888
2951,Cellulosibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Ruminococcaceae;G__Cellulosibacter,1;3;52;202;459;881;2951
2859,Alkalibaculum,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Eubacteriaceae;G__Alkalibaculum,1;3;52;202;459;871;2859
2830,Dethiosulfatibacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XI;G__Dethiosulfatibacter,1;3;52;202;459;862;2830
2845,Guggenheimella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XII;G__Guggenheimella,1;3;52;202;459;863;2845
2823,Thermovorax,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis III;G__Thermovorax,1;3;52;202;459;860;2823
2976,unclassified_Syntrophomonadaceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Syntrophomonadaceae;F1__unclassified_Syntrophomonadaceae,1;3;52;202;459;882;2976
2866,Lutispora,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Gracilibacteraceae;G__Lutispora,1;3;52;202;459;872;2866
2867,unclassified_Gracilibacteraceae,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Gracilibacteraceae;F1__unclassified_Gracilibacteraceae,1;3;52;202;459;872;2867
2853,Thermaerobacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Clostridiales;F__Clostridiales_Incertae Sedis XVII;G__Thermaerobacter,1;3;52;202;459;867;2853
2979,Halocella,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales;F__Halanaerobiaceae;G__Halocella,1;3;52;202;460;886;2979
2980,Halothermothrix,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Halanaerobiales;F__Halanaerobiaceae;G__Halothermothrix,1;3;52;202;460;886;2980
3011,Thermoanaerobacter,R__root;D__Bacteria;P__Firmicutes;C__Clostridia;O__Thermoanaerobacterales;F__Thermoanaerobacteraceae;G__Thermoanaerobacter,1;3;52;202;462;890;3011
3046,Anaerosinus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Anaerosinus,1;3;52;204;465;895;3046
3062,Sporomusa,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Sporomusa,1;3;52;204;465;895;3062
3043,Anaeroarcus,R__root;D__Bacteria;P__Firmicutes;C__Negativicutes;O__Selenomonadales;F__Veillonellaceae;G__Anaeroarcus,1;3;52;204;465;895;3043
2594,Coraliomargarita,R__root;D__Bacteria;P__Verrucomicrobia;C__Opitutae;O__Puniceicoccales;F__Puniceicoccaceae;G__Coraliomargarita,1;3;42;185;430;804;2594
3376,Renibacterium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Micrococcaceae;G__Renibacterium,1;3;18;123;294;514;1048;3112;3376
3295,Aquipuribacter,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Intrasporangiaceae;G__Aquipuribacter,1;3;18;123;294;514;1048;3109;3295
3385,Isoptericola,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Promicromonosporaceae;G__Isoptericola,1;3;18;123;294;514;1048;3114;3385
3101,Beutenbergiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Beutenbergiaceae,1;3;18;123;294;514;1048;3101
3254,unclassified_Beutenbergiaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micrococcineae;F__Beutenbergiaceae;F1__unclassified_Beutenbergiaceae,1;3;18;123;294;514;1048;3101;3254
3428,Kribbella,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Propionibacterineae;F__Nocardioidaceae;G__Kribbella,1;3;18;123;294;514;1050;3120;3428
3097,unclassified_Frankineae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Frankineae;O2__unclassified_Frankineae,1;3;18;123;294;514;1044;3097
3096,Sporichthyaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Frankineae;F__Sporichthyaceae,1;3;18;123;294;514;1044;3096
3236,Sporichthya,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Frankineae;F__Sporichthyaceae;G__Sporichthya,1;3;18;123;294;514;1044;3096;3236
3505,Streptosporangium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Streptosporangineae;F__Streptosporangiaceae;G__Streptosporangium,1;3;18;123;294;514;1053;3127;3505
3471,Saccharomonospora,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Pseudonocardineae;F__Pseudonocardiaceae;G__Saccharomonospora,1;3;18;123;294;514;1051;3123;3471
3396,Actinocatenispora,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Micromonosporineae;F__Micromonosporaceae;G__Actinocatenispora,1;3;18;123;294;514;1049;3119;3396
3243,unclassified_Jiangellaceae,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Actinobacteridae;O__Actinomycetales;O1__Jiangellineae;F__Jiangellaceae;F1__unclassified_Jiangellaceae,1;3;18;123;294;514;1046;3099;3243
3185,Acidimicrobium,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Acidimicrobidae;O__Acidimicrobiales;O1__Acidimicrobineae;F__Acidimicrobiaceae;G__Acidimicrobium,1;3;18;123;293;513;1039;3076;3185
3187,Ferrithrix,R__root;D__Bacteria;P__Actinobacteria;C__Actinobacteria;C1__Acidimicrobidae;O__Acidimicrobiales;O1__Acidimicrobineae;F__Acidimicrobiaceae;G__Ferrithrix,1;3;18;123;293;513;1039;3076;3187
2095,Desulfonauticus,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfohalobiaceae;G__Desulfonauticus,1;3;36;175;386;679;2095
2094,Desulfonatronovibrio,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfohalobiaceae;G__Desulfonatronovibrio,1;3;36;175;386;679;2094
680,Desulfomicrobiaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfomicrobiaceae,1;3;36;175;386;680
2099,Desulfomicrobium,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;F__Desulfomicrobiaceae;G__Desulfomicrobium,1;3;36;175;386;680;2099
683,unclassified_Desulfovibrionales,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfovibrionales;O1__unclassified_Desulfovibrionales,1;3;36;175;386;683
2062,Desulfatiglans,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobacteraceae;G__Desulfatiglans,1;3;36;175;385;676;2062
2064,Desulfatitalea,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobacteraceae;G__Desulfatitalea,1;3;36;175;385;676;2064
2079,Desulfosarcina,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfobacterales;F__Desulfobacteraceae;G__Desulfosarcina,1;3;36;175;385;676;2079
2138,Desulfoglaeba,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Syntrophobacterales;F__Syntrophobacteraceae;G__Desulfoglaeba,1;3;36;175;390;694;2138
2141,Desulfovirga,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Syntrophobacterales;F__Syntrophobacteraceae;G__Desulfovirga,1;3;36;175;390;694;2141
2143,Thermodesulforhabdus,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Syntrophobacterales;F__Syntrophobacteraceae;G__Thermodesulforhabdus,1;3;36;175;390;694;2143
2113,unclassified_Desulfuromonadaceae,R__root;D__Bacteria;P__Proteobacteria;C__Deltaproteobacteria;O__Desulfuromonadales;F__Desulfuromonadaceae;F1__unclassified_Desulfuromonadaceae,1;3;36;175;388;685;2113
2208,Salmonella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Enterobacteriales;F__Enterobacteriaceae;G__Salmonella,1;3;36;177;396;702;2208
2456,Alkanindiges,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pseudomonadales;F__Moraxellaceae;G__Alkanindiges,1;3;36;177;411;770;2456
2522,Tahibacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Tahibacter,1;3;36;177;413;781;2522
2512,Metallibacterium,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Metallibacterium,1;3;36;177;413;781;2512
2523,Thermomonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Thermomonas,1;3;36;177;413;781;2523
2504,Dokdonella,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Xanthomonadaceae;G__Dokdonella,1;3;36;177;413;781;2504
2498,Steroidobacter,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Xanthomonadales;F__Sinobacteraceae;G__Steroidobacter,1;3;36;177;413;780;2498
2435,Bibersteinia,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Pasteurellales;F__Pasteurellaceae;G__Bibersteinia,1;3;36;177;410;769;2435
2252,Alteromonas,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Alteromonadaceae;G__Alteromonas,1;3;36;177;401;711;2252
2264,unclassified_Alteromonadaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Alteromonadales;F__Alteromonadaceae;F1__unclassified_Alteromonadaceae,1;3;36;177;401;711;2264
748,Simiduia,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Gammaproteobacteria_incertae_sedis;G__Simiduia,1;3;36;177;405;748
2304,Nitrosococcus,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Chromatiales;F__Chromatiaceae;G__Nitrosococcus,1;3;36;177;404;725;2304
2355,unclassified_Coxiellaceae,R__root;D__Bacteria;P__Proteobacteria;C__Gammaproteobacteria;O__Legionellales;F__Coxiellaceae;F1__unclassified_Coxiellaceae,1;3;36;177;406;755;2355
1542,Afipia,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Bradyrhizobiaceae;G__Afipia,1;3;36;173;360;622;1542
1587,Pleomorphomonas,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Methylocystaceae;G__Pleomorphomonas,1;3;36;173;360;627;1587
1584,Methylocystis,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Methylocystaceae;G__Methylocystis,1;3;36;173;360;627;1584
1618,Anderseniella,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rhizobiales;F__Rhodobiaceae;G__Anderseniella,1;3;36;173;360;631;1618
1864,Sphingopyxis,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Sphingopyxis,1;3;36;173;366;647;1864
1853,Novosphingobium,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sphingomonadales;F__Sphingomonadaceae;G__Novosphingobium,1;3;36;173;366;647;1853
1502,Brevundimonas,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Caulobacterales;F__Caulobacteraceae;G__Brevundimonas,1;3;36;173;355;611;1502
1837,Orientia,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Rickettsiales;F__Rickettsiaceae;G__Orientia,1;3;36;173;363;642;1837
365,Sneathiellales,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sneathiellales,1;3;36;173;365
645,Sneathiellaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sneathiellales;F__Sneathiellaceae,1;3;36;173;365;645
1844,unclassified_Sneathiellaceae,R__root;D__Bacteria;P__Proteobacteria;C__Alphaproteobacteria;O__Sneathiellales;F__Sneathiellaceae;F1__unclassified_Sneathiellaceae,1;3;36;173;365;645;1844
1949,Variovorax,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Comamonadaceae;G__Variovorax,1;3;36;174;369;653;1949
1883,Oligella,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Alcaligenaceae;G__Oligella,1;3;36;174;369;650;1883
1894,Cupriavidus,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Burkholderiales;F__Burkholderiaceae;G__Cupriavidus,1;3;36;174;369;651;1894
2024,Nitrosospira,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Nitrosomonadales;F__Nitrosomonadaceae;G__Nitrosospira,1;3;36;174;377;663;2024
374,Hydrogenophilales,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Hydrogenophilales,1;3;36;174;374
660,Hydrogenophilaceae,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Hydrogenophilales;F__Hydrogenophilaceae,1;3;36;174;374;660
1981,Thiobacillus,R__root;D__Bacteria;P__Proteobacteria;C__Betaproteobacteria;O__Hydrogenophilales;F__Hydrogenophilaceae;G__Thiobacillus,1;3;36;174;374;660;1981
1129,Prolixibacter,R__root;D__Bacteria;P__Bacteroidetes;C__Bacteroidia;O__Bacteroidales;F__Prolixibacteraceae;G__Prolixibacter,1;3;21;137;307;540;1129
1137,Cecembia,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cyclobacteriaceae;G__Cecembia,1;3;21;138;308;544;1137
1180,unclassified_Cytophagaceae,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Cytophagaceae;F1__unclassified_Cytophagaceae,1;3;21;138;308;545;1180
1197,Roseivirga,R__root;D__Bacteria;P__Bacteroidetes;C__Cytophagia;O__Cytophagales;F__Flammeovirgaceae;G__Roseivirga,1;3;21;138;308;546;1197
1304,Psychroflexus,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Psychroflexus,1;3;21;139;309;552;1304
1233,Coenonia,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Coenonia,1;3;21;139;309;552;1233
1263,Gramella,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Gramella,1;3;21;139;309;552;1263
1225,Bergeyella,R__root;D__Bacteria;P__Bacteroidetes;C__Flavobacteriia;O__Flavobacteriales;F__Flavobacteriaceae;G__Bergeyella,1;3;21;139;309;552;1225
1354,Asinibacterium,R__root;D__Bacteria;P__Bacteroidetes;C__Sphingobacteriia;O__Sphingobacteriales;F__Chitinophagaceae;G__Asinibacterium,1;3;21;140;310;558;1354
3148,Chloroflexus,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;F__Chloroflexaceae;G__Chloroflexus,1;3;25;149;318;572;1418;3148
3149,Heliothrix,R__root;D__Bacteria;P__Chloroflexi;C__Chloroflexia;O__Chloroflexales;O1__Chloroflexineae;F__Chloroflexaceae;G__Heliothrix,1;3;25;149;318;572;1418;3149
